,College Code,College Name,Category Name,University,District,Zone,Group,branch,Total No of students,1st year,2nd year,3rd year,4th year
202,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,753,188,192,190,183
203,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering (Artificial Intelligence and Machine learning ),63,63,0,0,0
204,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Business Systems,1,1,0,0,0
205,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Information Technology,308,123,61,64,60
206,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Artificial Intelligence and Data Science,315,157,94,64,0
207,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,252,64,66,64,58
208,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Artificial Intelligence and Machine Learning,1,1,0,0,0
209,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Civil Engineering,126,25,23,33,45
210,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,490,126,127,123,114
211,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering (CyberSecurity),62,62,0,0,0
212,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Computer Science and Business System,188,63,64,61,0
213,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Biomedical Engineering,221,60,59,59,43
214,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechatronics Engineering,255,63,66,65,61
215,2104,CHENNAI INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,539,126,120,124,169
216,2105,Dmi college of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,,1,0,1,0,0
217,2105,Dmi college of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,399,102,100,91,106
218,2105,Dmi college of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,98,31,29,16,22
219,2105,Dmi college of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,206,50,58,35,63
220,2105,Dmi college of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,162,27,32,34,69
221,2105,Dmi college of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Artificial Intelligence and Data Science,60,60,0,0,0
222,2105,Dmi college of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Information Technology,213,57,57,45,54
223,2105,Dmi college of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Civil Engineering,16,0,0,0,16
224,2106,Jeppiaar Institute of technology,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Artificial Intelligence and Data Science,106,51,55,0,0
225,2106,Jeppiaar Institute of technology,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Information Technology,217,61,57,47,52
226,2106,Jeppiaar Institute of technology,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,230,55,58,53,64
227,2106,Jeppiaar Institute of technology,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Computer Science and Business System,3,3,0,0,0
228,2106,Jeppiaar Institute of technology,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,20,0,0,0,20
229,2106,Jeppiaar Institute of technology,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Business Systems,25,25,0,0,0
230,2106,Jeppiaar Institute of technology,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,114,18,19,32,45
231,2106,Jeppiaar Institute of technology,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,237,56,62,61,58
232,2108,KINGS ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,1,0,1,0,0
233,2108,KINGS ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Artificial Intelligence and Machine Learning,23,23,0,0,0
234,2108,KINGS ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Information Technology,369,113,123,80,53
235,2108,KINGS ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Biomedical Engineering,216,60,56,46,54
236,2108,KINGS ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,162,17,46,49,50
237,2108,KINGS ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering (Tamil Medium),9,3,6,0,0
238,2108,KINGS ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,598,172,202,116,108
239,2108,KINGS ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,371,133,85,78,75
240,2108,KINGS ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Artificial Intelligence and Data Science,183,123,60,0,0
241,2108,KINGS ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Robotics and Automation Engineering,90,21,18,22,29
242,2109,LOYOLA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,193,32,36,29,96
243,2109,LOYOLA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Artificial Intelligence and Data Science,37,37,0,0,0
244,2109,LOYOLA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,229,66,62,51,50
245,2109,LOYOLA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Leather Technology,1,1,0,0,0
246,2109,LOYOLA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,283,64,56,61,102
247,2109,LOYOLA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,99,24,32,8,35
248,2109,LOYOLA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Information Technology,225,55,59,56,55
249,2111,MADHA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,165,42,62,46,15
250,2111,MADHA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,138,44,50,40,4
251,2111,MADHA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Information Technology,105,30,33,30,12
252,2111,MADHA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Civil Engineering,64,3,34,27,0
253,2111,MADHA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Biotechnology,87,29,26,23,9
254,2111,MADHA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,142,5,65,61,11
255,2111,MADHA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,65,3,33,29,0
256,2111,MADHA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Computer Science and Business System,10,10,0,0,0
257,2111,MADHA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Aeronautical Engineering,70,19,17,31,3
258,2111,MADHA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Biomedical Engineering,28,28,0,0,0
259,2112,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering (CyberSecurity),5,5,0,0,0
260,2112,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,67,0,31,33,3
261,2112,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Civil Engineering,45,2,19,24,0
262,2112,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Artificial Intelligence and Data Science,7,7,0,0,0
263,2112,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,78,8,28,29,13
264,2112,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,96,22,31,27,16
265,2112,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Information Technology,78,19,33,12,14
266,2112,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,75,1,32,33,9
267,2113,P.B. COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,127,83,10,9,25
268,2113,P.B. COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Information Technology,71,56,6,3,6
269,2113,P.B. COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Automobile Engineering,4,0,0,0,4
270,2113,P.B. COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Aeronautical Engineering,63,17,3,7,36
271,2113,P.B. COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,9,4,2,0,3
272,2113,P.B. COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Civil Engineering,3,0,0,0,3
273,2113,P.B. COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,43,30,4,0,9
274,2113,P.B. COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,9,3,2,0,4
288,2115,Panimalar Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.Tech Computer Science and Business System,62,0,62,0,0
289,2115,Panimalar Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.Tech Information Technology,547,0,187,178,182
290,2115,Panimalar Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,482,0,183,115,184
291,2115,Panimalar Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.Tech Artificial Intelligence and Data Science,251,0,187,64,0
292,2115,Panimalar Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,72,0,0,0,72
293,2115,Panimalar Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,58,0,0,0,58
294,2115,Panimalar Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,571,0,189,194,188
313,2117,Rajalakshmi Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,697,188,190,166,153
314,2117,Rajalakshmi Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering (Artificial Intelligence and Machine learning ),60,60,0,0,0
315,2117,Rajalakshmi Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer and Communication Engineering,166,61,62,43,0
316,2117,Rajalakshmi Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Computer Science and Business System,183,122,61,0,0
317,2117,Rajalakshmi Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Artificial Intelligence and Data Science,429,185,188,56,0
318,2117,Rajalakshmi Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,139,51,56,0,32
319,2117,Rajalakshmi Institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,427,122,123,84,98
321,2119,RAJIV GANDHI COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,96,21,32,28,15
322,2119,RAJIV GANDHI COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Biomedical Engineering,118,23,27,35,33
323,2119,RAJIV GANDHI COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,67,2,35,23,7
324,2119,RAJIV GANDHI COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,68,10,30,19,9
325,2119,RAJIV GANDHI COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Automobile Engineering,45,0,23,15,7
326,2119,RAJIV GANDHI COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,149,2,63,48,36
327,2119,RAJIV GANDHI COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Petroleum Engineering,59,5,16,13,25
328,2120,SKR Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Biomedical Engineering,55,10,0,24,21
329,2120,SKR Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,4,4,0,0,0
330,2120,SKR Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,90,35,0,18,37
331,2120,SKR Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.Tech Computer Science and Business System,9,9,0,0,0
332,2120,SKR Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.Tech Information Technology,48,34,0,3,11
333,2120,SKR Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,1,1,0,0,0
334,2120,SKR Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,33,9,0,3,21
349,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.Tech Food Technology,40,12,21,7,0
350,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.Tech Biotechnology,43,9,15,16,3
351,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Mechanical Engineering (Sandwich),7,0,2,5,0
352,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Mechanical and automation engineering,13,1,2,10,0
353,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,94,31,40,10,13
354,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Biomedical Engineering,23,4,11,8,0
355,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Civil Engineering,10,2,1,7,0
356,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,20,2,9,8,1
357,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,58,18,38,0,2
358,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.Tech Artificial Intelligence and Data Science,72,27,41,4,0
359,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Automobile Engineering,9,0,3,4,2
360,2126,Sri muthukumaran institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Information Technology,114,42,40,19,13
361,2126,Sri muthukumaran institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Pharmaceutical Technology,9,5,3,1,0
362,2126,Sri muthukumaran institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Robotics and Automation Engineering,20,3,7,10,0
363,2126,Sri muthukumaran institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Biomedical Engineering,22,5,8,9,0
364,2126,Sri muthukumaran institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechatronics Engineering,32,1,18,12,1
365,2126,Sri muthukumaran institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,62,4,15,35,8
366,2126,Sri muthukumaran institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,83,5,32,32,14
367,2126,Sri muthukumaran institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Civil Engineering,43,0,23,16,4
368,2126,Sri muthukumaran institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.Tech Artificial Intelligence and Data Science,80,42,33,5,0
369,2126,Sri muthukumaran institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,,1,0,1,0,0
370,2126,Sri muthukumaran institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,57,6,22,24,5
371,2126,Sri muthukumaran institute of Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,279,108,100,51,20
383,2128,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,62,0,30,30,2
384,2128,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,15,0,6,8,1
385,2128,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,41,10,18,9,4
386,2129,St Joseph college of Engineering ,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Civil Engineering,12,0,0,0,12
